directory,directory_type,county,state,municipality,municipality_type,query_keyword,candidate_query_url,sweep_priority,current_status,extracted_rows_currently_available,known_total_if_available,use_case,publication_rule,notes
Hotfrog,commercial directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.hotfrog.com/search/cuchara-co,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.brownbook.net/businesses/search?query=Cuchara+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.chamberofcommerce.com/search?what=&where=Cuchara+CO,3,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.bbb.org/search?find_country=USA&find_text=Cuchara+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.tripadvisor.com/Search?q=Cuchara+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.yelp.com/search?find_desc=&find_loc=Cuchara+CO,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.google.com/search?q=Cuchara+CO+businesses,4,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://maps.apple.com/?q=Cuchara+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Huerfano,CO,Cuchara,unincorporated community / resort area,Cuchara CO,https://www.bing.com/maps?q=Cuchara+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.yellowpages.com/badito-co/business-listings/1,3,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.yellowpagesdirectory.com/search?q=Badito+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.manta.com/search?search=Badito+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.merchantcircle.com/search?q=Badito+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.cylex.us.com/search/?q=Badito+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.hotfrog.com/search/badito-co,5,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.brownbook.net/businesses/search?query=Badito+CO,5,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.chamberofcommerce.com/search?what=&where=Badito+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.bbb.org/search?find_country=USA&find_text=Badito+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.tripadvisor.com/Search?q=Badito+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.yelp.com/search?find_desc=&find_loc=Badito+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.google.com/search?q=Badito+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Huerfano,CO,Badito,unincorporated community,Badito CO,https://maps.apple.com/?q=Badito+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Huerfano,CO,Badito,unincorporated community,Badito CO,https://www.bing.com/maps?q=Badito+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.yellowpages.com/farisita-co/business-listings/1,3,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.yellowpagesdirectory.com/search?q=Farisita+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.manta.com/search?search=Farisita+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.merchantcircle.com/search?q=Farisita+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.cylex.us.com/search/?q=Farisita+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.hotfrog.com/search/farisita-co,5,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.brownbook.net/businesses/search?query=Farisita+CO,5,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.chamberofcommerce.com/search?what=&where=Farisita+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.bbb.org/search?find_country=USA&find_text=Farisita+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.tripadvisor.com/Search?q=Farisita+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.yelp.com/search?find_desc=&find_loc=Farisita+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.google.com/search?q=Farisita+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://maps.apple.com/?q=Farisita+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Huerfano,CO,Farisita,unincorporated community,Farisita CO,https://www.bing.com/maps?q=Farisita+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
YellowPages.com,large commercial directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.yellowpages.com/redwing-co/business-listings/1,3,queued_for_yp_bulk_or_city_page_check,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",usable here for some city bulk pages; already extracted where accessible
YellowPagesDirectory.com,large commercial directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.yellowpagesdirectory.com/search?q=Redwing+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
Manta,large commercial directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.manta.com/search?search=Redwing+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; web search did not surface stable city URLs here
MerchantCircle,small business directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.merchantcircle.com/search?q=Redwing+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; may expose stale local business rows
Cylex,commercial directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.cylex.us.com/search/?q=Redwing+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for older local records
Hotfrog,commercial directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.hotfrog.com/search/redwing-co,5,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
Brownbook,commercial directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.brownbook.net/businesses/search?query=Redwing+CO,5,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",search/manual verification required; useful for lead discovery
ChamberofCommerce.com,commercial chamber-style directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.chamberofcommerce.com/search?what=&where=Redwing+CO,4,queued,,,lead discovery,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",direct city pages may return paywall/402 in this environment
BBB,reputation/accreditation directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.bbb.org/search?find_country=USA&find_text=Redwing+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.","best for verification, not broad bulk discovery"
Tripadvisor,visitor-facing review directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.tripadvisor.com/Search?q=Redwing+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",best for lodging/food/attractions verification; bulk extraction unreliable here
Yelp,review directory,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.yelp.com/search?find_desc=&find_loc=Redwing+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual/API verification only in this environment
Google Business Profile / Maps,map/business listing layer,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.google.com/search?q=Redwing+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only; do not scrape personal/private data
Apple Maps / Apple Business Connect,map/business listing layer,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://maps.apple.com/?q=Redwing+CO,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
Bing Places / Bing Maps,map/business listing layer,Huerfano,CO,Redwing,unincorporated community,Redwing CO,https://www.bing.com/maps?q=Redwing+CO+businesses,5,queued,,,verification / spot check,"Commercial-directory-only rows must remain needs_verification until confirmed by official, business-owned, chamber, tourism, or current public source.",manual verification only
