listing_name,category,subcategory,town_area,county,state,source_name,source_type,source_url,listing_url,website,phone,email,address,description,extraction_method,source_status,verification_note,date_checked
Enchanted Circle Pottery,Artists/Galleries/Studios; Specialty Retail Shops,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/artists-galleries-studios/; https://angelfirechamber.org/business/category/specialty-shops,https://angelfirechamber.org/business/enchanted-circle-pottery/,https://angelfirechamber.org/business/enchanted-circle-pottery/,,,,"Located 8 miles west of Angel Fire in the Taos Canyon at 26871 East U.S. Highway 64, between Angel Fire and Taos. Owned and operated by Kevin and JoAnne DeKeuster. We create a variety of functional and sculptural ceramic pieces. The functional pieces are lead free, dishwasher and microwave safe. The most unique aspect of our work is that it Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Enchanted Outpost Magazine,All tourism directory listings,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3,https://visitangelfirenm.com/listing/enchanted-outpost-magazine/,,,,"12 Crestview Drive, Suite 1-S, Angel Fire, New Mexico 87710, United States",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Family Dollar,All tourism directory listings; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3; https://visitangelfirenm.com/shopping/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=1,https://visitangelfirenm.com/listing/family-dollar/,,,,"3421 Mountain View Blvd,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Far Flung Adventures,Activities/Recreation,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/activities-recreation/,https://angelfirechamber.org/business/far-flung-adventures/,https://angelfirechamber.org/business/far-flung-adventures/,,,,"Putting people and rivers together since 1976 Far Flung Adventures has been safely outfitting family and group river trips for over 45 years. Over the last four-and-a-half decades we have run commercial adventures on dozens of rivers around the country and the world. While we continue to offer a long list of farther flung trips, our home base these days Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Four Seasons of Angel Fire,All tourism directory listings,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3,https://visitangelfirenm.com/listing/four-seasons-of-angel-fire/,,,,"52 N Angel Fire Rd # 7,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Frontier Park,All tourism directory listings,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3,https://visitangelfirenm.com/listing/frontier-park/,,,,"3367 Mountain View Blvd,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Girl Scouts of New Mexico Trails,All tourism directory listings; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3; https://visitangelfirenm.com/shopping/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=1,https://visitangelfirenm.com/listing/girl-scouts-of-new-mexico-trails/,,,,"4000 Jefferson Plaza Northeast, Albuquerque, New Mexico 87109",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Golden Eagle RV Park & Resort,Accommodations/Lodging; RV Parks & Campgrounds,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/accommodations-lodging/; https://angelfirechamber.org/business/category/campgrounds-rv-parks/,https://angelfirechamber.org/business/golden-eagle-rv-park-resort/,https://angelfirechamber.org/business/golden-eagle-rv-park-resort/,,,,"Welcome to Golden Eagle RV Park, Store & Restaurant Golden Eagle RV Park is in the Moreno Valley, conveniently located on the Enchanted Circle Scenic Byway. We make the perfect location for fun and relaxation! Our facilities, amenities and planned activities include everything to make your stay delightful! We are open year-round, with long term stays available in the off-season and Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
High Country Ski Rental,All tourism directory listings; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3; https://visitangelfirenm.com/shopping/; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=1,https://visitangelfirenm.com/listing/high-country-ski-rental/,,,,"48 N Angel Fire Rd,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
The Indigo Market,All tourism directory listings; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,https://visitangelfirenm.com/listing/the-indigo-market/,,,,"3465 Mountain View Blvd,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
J & A’s Cafe @ the Roadrunner,Dining; Food Carts; Restaurants,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/dining/; https://angelfirechamber.org/business/category/food-cart/; https://angelfirechamber.org/business/category/restaurants/,https://angelfirechamber.org/business/j-a-fun-bakery-cafe/,https://angelfirechamber.org/business/j-a-fun-bakery-cafe/,,,,"J and A’s Cafe located at Roadrunner Tours 27502 Us-64 Angel Fire NM Due to unexpected circumstances we will be closed until May 2026. Hope to see you then!! Sneak Peak menu: Hot Pastrami Roast Beef Hoagie Avocado Green Chili Turkey The Cuban Sourdough Build Your Own All sandwiches come with chips, potato salad or coleslaw Drinks will be available for Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
J. Binford-Bell Studio & Gallery,Artists/Galleries/Studios,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/artists-galleries-studios/,https://angelfirechamber.org/business/j-binford-bell-studio-gallery/,https://angelfirechamber.org/business/j-binford-bell-studio-gallery/,,,,A studio is a room where an artist works. Often messy. A gallery is a room for the display and sale of art. Very neat and elegant. With the closing of many galleries artists opened their studios to the public. J.Binford-Bell shares her open studio with her love of plants. The passive solar “sunroom” was initially intended to be a Read more...,chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
"JC Critter Control, LLC",All tourism directory listings,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=3,https://visitangelfirenm.com/listing/jc-critter-control-llc/,,,,"12 Crestview Dr, Suite 1E, Angel Fire, New Mexico 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
